UID,Type,Premises,Address,Locality,Address1,Address2,Unnamed: 7,NZDep13d_nbr,NZDep13_CAU,full_address,geo,lat,lng
TOB899,,Omaha Beach Superette,1 Matariki Street,Omaha Beach,1 Matariki Street,Omaha Beach,,3.0,3.0,"Omaha Beach Superette, 1 Matariki Street, Omaha Beach, Auckland","[{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['subpremise']}, {'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Matariki Street', 'short_name': 'Matariki St', 'types': ['route']}, {'long_name': 'Omaha', 'short_name': 'Omaha', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0986', 'short_name': '0986', 'types': ['postal_code']}], 'formatted_address': '4/1 Matariki Street, Omaha 0986, New Zealand', 'geometry': {'location': {'lat': -36.3399928, 'lng': 174.7791331}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.3385692697085, 'lng': 174.7804569302915}, 'southwest': {'lat': -36.3412672302915, 'lng': 174.7777589697085}}}, 'partial_match': True, 'place_id': 'ChIJt-HqDQzQDG0RWFe2UaWvxBM', 'plus_code': {'compound_code': 'MQ6H+2M Omaha, Auckland, New Zealand', 'global_code': '4VMPMQ6H+2M'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.3399928,174.7791331
TOB900,,Jellicoe Park Dairy,101 - 107 Trafalgar Street,Onehunga,101 Trafalgar Street,Onehunga,,5.0,4.0,"Jellicoe Park Dairy, 101 - 107 Trafalgar Street, Onehunga, Auckland","[{'address_components': [{'long_name': '101', 'short_name': '101', 'types': ['street_number']}, {'long_name': 'Trafalgar Street', 'short_name': 'Trafalgar St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '101 Trafalgar Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9165711, 'lng': 174.7786829}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9151560697085, 'lng': 174.7800150302915}, 'southwest': {'lat': -36.9178540302915, 'lng': 174.7773170697085}}}, 'partial_match': True, 'place_id': 'ChIJXYR-M69IDW0R-UJ454mLGS8', 'plus_code': {'compound_code': '3QMH+9F Auckland, New Zealand', 'global_code': '4VMP3QMH+9F'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.9165711,174.7786829
TOB901,,Mall Convenient Store,133 Onehunga Mall,Onehunga,133 Onehunga Mall,Onehunga,,5.0,8.0,"Mall Convenient Store, 133 Onehunga Mall, Onehunga, Auckland","[{'address_components': [{'long_name': '133', 'short_name': '133', 'types': ['street_number']}, {'long_name': 'Onehunga Mall', 'short_name': 'Onehunga Mall', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '133 Onehunga Mall, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9245402, 'lng': 174.7857723}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9231817697085, 'lng': 174.7870316802915}, 'southwest': {'lat': -36.9258797302915, 'lng': 174.7843337197085}}}, 'partial_match': True, 'place_id': 'ChIJZ_dZ3bJIDW0RhtzX1IIH1o0', 'plus_code': {'compound_code': '3QGP+58 Auckland, New Zealand', 'global_code': '4VMP3QGP+58'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.9245402,174.7857723
TOB902,,Ings Food Mart,14 Waiapu Lane,Onehunga,14 Waiapu Lane,Onehunga,,7.0,8.0,"Ings Food Mart, 14 Waiapu Lane, Onehunga, Auckland","[{'address_components': [{'long_name': '14', 'short_name': '14', 'types': ['street_number']}, {'long_name': 'Waiapu Lane', 'short_name': 'Waiapu Ln', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '14 Waiapu Lane, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9223095, 'lng': 174.7833735}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9208738197085, 'lng': 174.7847133302915}, 'southwest': {'lat': -36.9235717802915, 'lng': 174.7820153697085}}}, 'partial_match': True, 'place_id': 'ChIJVxruiK1IDW0RCkGHosDdsgI', 'plus_code': {'compound_code': '3QHM+38 Auckland, New Zealand', 'global_code': '4VMP3QHM+38'}, 'types': ['street_address']}]",-36.9223095,174.7833735
TOB903,,Mobil,15 Selwyn Street,Onehunga,15 Selwyn Street,Onehunga,,6.0,8.0,"Mobil, 15 Selwyn Street, Onehunga, Auckland","[{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['subpremise']}, {'long_name': '19', 'short_name': '19', 'types': ['street_number']}, {'long_name': 'Selwyn Street', 'short_name': 'Selwyn St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '15/19 Selwyn Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9262068, 'lng': 174.7836878}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9248668697085, 'lng': 174.7849563802915}, 'southwest': {'lat': -36.9275648302915, 'lng': 174.7822584197085}}}, 'partial_match': True, 'place_id': 'ChIJxQ31o1JPDW0RVml1KP10cyk', 'plus_code': {'compound_code': '3QFM+GF Auckland, New Zealand', 'global_code': '4VMP3QFM+GF'}, 'types': ['car_repair', 'establishment', 'gas_station', 'point_of_interest']}, {'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Selwyn Street', 'short_name': 'Selwyn St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '15 Selwyn Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.926105, 'lng': 174.7837073}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9247671697085, 'lng': 174.7849575302915}, 'southwest': {'lat': -36.9274651302915, 'lng': 174.7822595697085}}}, 'partial_match': True, 'place_id': 'ChIJUbvxqVJPDW0Rh6mXzyJDZ9Q', 'plus_code': {'compound_code': '3QFM+HF Auckland, New Zealand', 'global_code': '4VMP3QFM+HF'}, 'types': ['street_address']}]",-36.9262068,174.7836878
TOB904,,PaperPlus / NZ Postshop,150 Arthur Street,Onehunga,150 Arthur Street,Onehunga,,7.0,8.0,"PaperPlus / NZ Postshop, 150 Arthur Street, Onehunga, Auckland","[{'address_components': [{'long_name': 'Opp 150 Arthur St', 'short_name': 'Opp 150 Arthur St', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': 'Opp 150 Arthur St, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.920688, 'lng': 174.78635}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.9193055697085, 'lng': 174.7876949802915}, 'southwest': {'lat': -36.9220035302915, 'lng': 174.7849970197085}}}, 'partial_match': True, 'place_id': 'ChIJg8vXKrJIDW0REXpBq0eRWEY', 'plus_code': {'compound_code': '3QHP+PG Auckland, New Zealand', 'global_code': '4VMP3QHP+PG'}, 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'address_components': [{'long_name': '150', 'short_name': '150', 'types': ['street_number']}, {'long_name': 'Arthur Street', 'short_name': 'Arthur St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '150 Arthur Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9203343, 'lng': 174.7863299}, 'southwest': {'lat': -36.9204465, 'lng': 174.7862001}}, 'location': {'lat': -36.9203748, 'lng': 174.7862793}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.91912996970851, 'lng': 174.7876139802915}, 'southwest': {'lat': -36.92182793029151, 'lng': 174.7849160197085}}}, 'partial_match': True, 'place_id': 'ChIJjwhPgLFIDW0RcM2SwstQfPw', 'types': ['premise']}]",-36.920688,174.78635
TOB905,,Smart Superette,150 Mt Smart Road,Onehunga,150 Mount Smart Road,Onehunga,,6.0,9.0,"Smart Superette, 150 Mt Smart Road, Onehunga, Auckland","[{'address_components': [{'long_name': '150A', 'short_name': '150A', 'types': ['street_number']}, {'long_name': 'Mount Smart Road', 'short_name': 'Mount Smart Rd', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '150A Mount Smart Road, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9153538, 'lng': 174.7917644}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9139775697085, 'lng': 174.7930407802915}, 'southwest': {'lat': -36.9166755302915, 'lng': 174.7903428197085}}}, 'partial_match': True, 'place_id': 'ChIJc9NwKrhIDW0RHyyCzLjn7mE', 'plus_code': {'compound_code': '3QMR+VP Auckland, New Zealand', 'global_code': '4VMP3QMR+VP'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.9153538,174.7917644
TOB906,,GAS Penrose,155 Station Road,Onehunga,155 Station Road,Onehunga,,7.0,6.0,"GAS Penrose, 155 Station Road, Onehunga, Auckland","[{'address_components': [{'long_name': '155', 'short_name': '155', 'types': ['street_number']}, {'long_name': 'Station Road', 'short_name': 'Station Rd', 'types': ['route']}, {'long_name': 'Penrose', 'short_name': 'Penrose', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '155 Station Road, Penrose, Auckland 1061, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.913365, 'lng': 174.8102517}, 'southwest': {'lat': -36.9138234, 'lng': 174.8100065}}, 'location': {'lat': -36.9135651, 'lng': 174.8101426}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9122452197085, 'lng': 174.8115295802915}, 'southwest': {'lat': -36.9149431802915, 'lng': 174.8088316197085}}}, 'partial_match': True, 'place_id': 'ChIJv5LzgdlIDW0RfF5Pal4-51c', 'types': ['premise']}]",-36.9135651,174.8101426
TOB907,,Onehunga Office Supplies,159a Onehunga Mall,Onehunga,159a Onehunga Mall,Onehunga,,7.0,8.0,"Onehunga Office Supplies, 159a Onehunga Mall, Onehunga, Auckland","[{'address_components': [{'long_name': '159A', 'short_name': '159A', 'types': ['street_number']}, {'long_name': 'Onehunga Mall', 'short_name': 'Onehunga Mall', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '159A Onehunga Mall, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9236125, 'lng': 174.7857138}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.92227536970849, 'lng': 174.7869304802915}, 'southwest': {'lat': -36.92497333029149, 'lng': 174.7842325197085}}}, 'partial_match': True, 'place_id': 'ChIJd5We8LJIDW0RAY8Lbl1KckI', 'plus_code': {'compound_code': '3QGP+H7 Auckland, New Zealand', 'global_code': '4VMP3QGP+H7'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.9236125,174.7857138
TOB908,,Z - Penrose,167 Neilson Street,Onehunga,167 Neilson Street,Onehunga,,7.0,8.0,"Z - Penrose, 167 Neilson Street, Onehunga, Auckland","[{'address_components': [{'long_name': '167', 'short_name': '167', 'types': ['street_number']}, {'long_name': 'Neilson Street', 'short_name': 'Neilson St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '167 Neilson Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9263953, 'lng': 174.7945326}, 'southwest': {'lat': -36.9265582, 'lng': 174.7943726}}, 'location': {'lat': -36.9264719, 'lng': 174.7944741}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9251277697085, 'lng': 174.7958015802915}, 'southwest': {'lat': -36.9278257302915, 'lng': 174.7931036197085}}}, 'partial_match': True, 'place_id': 'ChIJ1-14VDVPDW0RzjJOKYzziKU', 'types': ['premise']}]",-36.9264719,174.7944741
TOB909,,Tin Tack's Superette,174 Trafalgar Street,Onehunga,174 Trafalgar Street,Onehunga,,8.0,7.0,"Tin Tack's Superette, 174 Trafalgar Street, Onehunga, Auckland","[{'address_components': [{'long_name': '174', 'short_name': '174', 'types': ['street_number']}, {'long_name': 'Trafalgar Street', 'short_name': 'Trafalgar St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '174 Trafalgar Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9158469, 'lng': 174.7842309}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9145466697085, 'lng': 174.7855940802915}, 'southwest': {'lat': -36.9172446302915, 'lng': 174.7828961197085}}}, 'partial_match': True, 'place_id': 'ChIJLzsFG7BIDW0Rd5uPOqEElqI', 'plus_code': {'compound_code': '3QMM+MM Auckland, New Zealand', 'global_code': '4VMP3QMM+MM'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.9158469,174.7842309
TOB910,,Devon Dairy,223 Onehunga Mall,Onehunga,223 Onehunga Mall,Onehunga,,6.0,8.0,"Devon Dairy, 223 Onehunga Mall, Onehunga, Auckland","[{'address_components': [{'long_name': '223', 'short_name': '223', 'types': ['street_number']}, {'long_name': 'Onehunga Mall', 'short_name': 'Onehunga Mall', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '223 Onehunga Mall, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9219123, 'lng': 174.7853368}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9205602197085, 'lng': 174.7866364302915}, 'southwest': {'lat': -36.9232581802915, 'lng': 174.7839384697085}}}, 'partial_match': True, 'place_id': 'ChIJ_YfxQLJIDW0Ro4dNl0DC8Xc', 'plus_code': {'compound_code': '3QHP+64 Auckland, New Zealand', 'global_code': '4VMP3QHP+64'}, 'types': ['establishment', 'point_of_interest']}]",-36.9219123,174.7853368
TOB911,,Arthur Superette,224 Arthur Street,Onehunga,224 Arthur Street,Onehunga,,6.0,8.0,"Arthur Superette, 224 Arthur Street, Onehunga, Auckland","[{'address_components': [{'long_name': '224', 'short_name': '224', 'types': ['street_number']}, {'long_name': 'Arthur Street', 'short_name': 'Arthur St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '224 Arthur Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9197999, 'lng': 174.7938817}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9185392697085, 'lng': 174.7952542302915}, 'southwest': {'lat': -36.9212372302915, 'lng': 174.7925562697085}}}, 'partial_match': True, 'place_id': 'ChIJSbGyHrZIDW0RYTIE6K0UbrQ', 'plus_code': {'compound_code': '3QJV+3H Auckland, New Zealand', 'global_code': '4VMP3QJV+3H'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.9197999,174.7938817
TOB912,,Mt Smart Superette,225 Mt Smart Road,Onehunga,225 Mount Smart Road,Onehunga,,8.0,8.0,"Mt Smart Superette, 225 Mt Smart Road, Onehunga, Auckland","[{'address_components': [{'long_name': '225', 'short_name': '225', 'types': ['street_number']}, {'long_name': 'Mount Smart Road', 'short_name': 'Mount Smart Rd', 'types': ['route']}, {'long_name': 'Penrose', 'short_name': 'Penrose', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '225 Mount Smart Road, Penrose, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9149273, 'lng': 174.8009561}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9135230697085, 'lng': 174.8022608302915}, 'southwest': {'lat': -36.9162210302915, 'lng': 174.7995628697085}}}, 'partial_match': True, 'place_id': 'ChIJf4Udj8VIDW0Ril6nLM2u_u0', 'plus_code': {'compound_code': '3RP2+29 Auckland, New Zealand', 'global_code': '4VMP3RP2+29'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.9149273,174.8009561
TOB913,,Onehunga Mall Superette,239a Onehunga Mall,Onehunga,239a Onehunga Mall,Onehunga,,8.0,8.0,"Onehunga Mall Superette, 239a Onehunga Mall, Onehunga, Auckland","[{'address_components': [{'long_name': '218', 'short_name': '218', 'types': ['street_number']}, {'long_name': 'Onehunga Mall', 'short_name': 'Onehunga Mall', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '218 Onehunga Mall, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9215497, 'lng': 174.7848608}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9201882197085, 'lng': 174.7863748802915}, 'southwest': {'lat': -36.9228861802915, 'lng': 174.7836769197085}}}, 'partial_match': True, 'place_id': 'ChIJy2AGFrJIDW0RxFzeV_Zy6fg', 'plus_code': {'compound_code': '3QHM+9W Auckland, New Zealand', 'global_code': '4VMP3QHM+9W'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}, {'address_components': [{'long_name': '239A', 'short_name': '239A', 'types': ['street_number']}, {'long_name': 'Onehunga Mall', 'short_name': 'Onehunga Mall', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '239A Onehunga Mall, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9211796, 'lng': 174.78497}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9198238697085, 'lng': 174.7864081802915}, 'southwest': {'lat': -36.9225218302915, 'lng': 174.7837102197085}}}, 'partial_match': True, 'place_id': 'ChIJpemRF7JIDW0RcsVvvJUfUSs', 'plus_code': {'compound_code': '3QHM+GX Auckland, New Zealand', 'global_code': '4VMP3QHM+GX'}, 'types': ['street_address']}]",-36.9215497,174.7848608
TOB914,,Oranga Dairy,24 Waitangi Road,Onehunga,24 Waitangi Road,Onehunga,,6.0,9.0,"Oranga Dairy, 24 Waitangi Road, Onehunga, Auckland","[{'address_components': [{'long_name': '24', 'short_name': '24', 'types': ['street_number']}, {'long_name': 'Waitangi Road', 'short_name': 'Waitangi Rd', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '24 Waitangi Road, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9128262, 'lng': 174.8006393}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.91147181970851, 'lng': 174.8020737802915}, 'southwest': {'lat': -36.91416978029151, 'lng': 174.7993758197085}}}, 'partial_match': True, 'place_id': 'ChIJ9wDJNcRIDW0RYWiWKgmAyc4', 'plus_code': {'compound_code': '3RP2+V7 Auckland, New Zealand', 'global_code': '4VMP3RP2+V7'}, 'types': ['street_address']}]",-36.9128262,174.8006393
TOB915,,GAS Church Street,253 Church Street,Onehunga,253 Church Street,Onehunga,,7.0,8.0,"GAS Church Street, 253 Church Street, Onehunga, Auckland","[{'address_components': [{'long_name': '253', 'short_name': '253', 'types': ['street_number']}, {'long_name': 'Church Street', 'short_name': 'Church St', 'types': ['route']}, {'long_name': 'Onehunga', 'short_name': 'Onehunga', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1061', 'short_name': '1061', 'types': ['postal_code']}], 'formatted_address': '253 Church Street, Onehunga, Auckland 1061, New Zealand', 'geometry': {'location': {'lat': -36.9216334, 'lng': 174.8005931}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9202098697085, 'lng': 174.8019304302915}, 'southwest': {'lat': -36.92290783029149, 'lng': 174.7992324697085}}}, 'partial_match': True, 'place_id': 'ChIJHV9yGMxIDW0R4qSsuSOR9P4', 'plus_code': {'compound_code': '3RH2+86 Auckland, New Zealand', 'global_code': '4VMP3RH2+86'}, 'types': ['street_address']}]",-36.9216334,174.8005931
